codigoInterno,Nom Reducido,idItem,idTipoIVA,idCategoria,IDSubRubro,Codigo_de_Envase_asociado,Porc_de_Impuesto_Interno,precio_final,FechaUltimoPrecio,descrip reducida,Eliminacion_de_item,Tipo de Unidad,Unidad,Dias_de_Vencimiento,Tamanio de Letra,productos.FechaUltimoPrecio,Codigo_Adicional,Permite_Modif_Descripcion,Precio adicional de venta con IVA,Codigo de Plantilla de Etiqueta,Codigo de IVA Diferencial,UltimoPrecio,Precio_de_Oferta_Etiquetas,IDProducto,Codigo_de_envase_asociado_ERP,Monto_de_Impuesto_Interno,productos.idTipoIVA,Aplica_Percepcion_5329,Costo _el_articulo,idProveedor,IDRubro,idMarca,Fecha Inicio,Fecha Fin
8390,GASEOSA FANTA LATA NARANJA X 354ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA FANTA LATA NARANJA X 354ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011462416, ,-1,3,N,-1,1155,4,957,01/12/2024,31/12/2024
8391,GASEOSA COCA-COLA LATA X 354ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA COCA-COLA LATA X 354ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011462571, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8392,VINO VIRGEN VINEYARD CABERNET SAUVIGNON X 750ML,,3,60,266,0,0,9900.0,2025-01-13,VINO VIRGEN VINEYARD CABERNET SAUVIGNON X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4950.001, ,3011462584, ,-1,3,N,-1,1556,4,0,01/12/2024,31/12/2024
8393,VINO BOUSQUET RESERVA MALBEC X 750ML,,3,60,266,0,0,14899.99,2025-01-13,VINO BOUSQUET RESERVA MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,7449.994, ,3011462585, ,-1,3,N,-1,1556,4,0,01/12/2024,31/12/2024
8394,VINO BOUSQUET RESERVA CABERNET FRANC X 750ML,,3,60,266,0,0,14899.99,2025-01-13,VINO BOUSQUET RESERVA CABERNET FRANC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,7449.994, ,3011462586, ,-1,3,N,-1,1556,4,0,01/12/2024,31/12/2024
8395,VINO BOUSQUET PREMIUM SAUVIGNON BLANC X 750ML,,3,60,266,0,0,9900.0,2025-01-13,VINO BOUSQUET PREMIUM SAUVIGNON BLANC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4950.001, ,3011462588, ,-1,3,N,-1,1556,4,0,01/12/2024,31/12/2024
8396,VINO BOUSQUET PREMIUM CABERNET SAUVIGNON X 750ML,,3,60,266,0,0,9900.0,2025-01-13,VINO BOUSQUET PREMIUM CABERNET SAUVIGNON X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4950.001, ,3011462589, ,-1,3,N,-1,1556,4,0,01/12/2024,31/12/2024
8397,VINO ANIMAL ORGANIC MALBEC X 750ML,,3,60,266,0,0,13000.0,2025-01-13,VINO ANIMAL ORGANIC MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,6499.999, ,3011462590, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8398,VINO BOUSQUET CHARDONNAY X 750ML,,3,60,266,0,0,9900.0,2025-01-13,VINO BOUSQUET CHARDONNAY X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4950.001, ,3011462591, ,-1,3,N,-1,1556,4,0,01/12/2024,31/12/2024
8399,VINO ALMA NEGRA TINTO X 750ML,,3,60,266,0,0,28900.0,2025-01-13,VINO ALMA NEGRA TINTO X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,14450.002, ,3011462594, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8400,VINO ANIMAL ORGANIC CHARDONNAY X 750ML,,3,60,266,0,0,12400.01,2025-01-13,VINO ANIMAL ORGANIC CHARDONNAY X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,6200.004, ,3011462595, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8401,VINO NAVIRA BLEND X 750ML,,3,60,266,0,0,5950.01,2025-01-13,VINO NAVIRA BLEND X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2975.003, ,3011462596, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8402,VINO NAVIRA MALBEC X 750ML,,3,60,266,0,0,5950.01,2025-01-13,VINO NAVIRA MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2975.003, ,3011462597, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8403,VINO INDAMA TINTO ATIPICO X 750ML,,3,60,266,0,0,8200.0,2025-01-13,VINO INDAMA TINTO ATIPICO X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4100.0, ,3011462598, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8404,VINO INDAMA ROSADO DE ISABELLA X 750ML,,3,60,266,0,0,8200.0,2025-01-13,VINO INDAMA ROSADO DE ISABELLA X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4100.0, ,3011462599, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8405,VINO PIEDRA NEGRA ALTA COLECCION CABERNET SAUVIGNON X 750ML,,3,60,266,0,0,12000.01,2025-01-13,VINO PIEDRA NEGRA ALTA COLECCION CABERNET SAUVIGNON X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,6000.003, ,3011462600, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8406,VINO PIEDRA NEGRA ALTA COLECCION MALBEC X 750ML,,3,60,266,0,0,12000.01,2025-01-13,VINO PIEDRA NEGRA ALTA COLECCION MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,6000.003, ,3011462601, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8407,VINO BOUSQUET PREMIUM MALBEC X 750ML,,3,60,266,0,0,9900.0,2025-01-13,VINO BOUSQUET PREMIUM MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4950.001, ,3011462602, ,-1,3,N,-1,1556,4,0,01/12/2024,31/12/2024
8408,VINO PADRILLOS PINOT NOIT X 750ML,,3,60,266,0,0,8000.01,2025-01-13,VINO PADRILLOS PINOT NOIT X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4000.006, ,3011462603, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8409,VINO PADRILLOS MALBEC X 750ML,,3,60,266,0,0,8000.01,2025-01-13,VINO PADRILLOS MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4000.006, ,3011462604, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8410,VINO SOCAVONES MALBEC X 750ML,,3,60,266,0,0,11100.01,2025-01-13,VINO SOCAVONES MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,5550.004, ,3011462605, ,-1,3,N,-1,1555,4,0,01/12/2024,31/12/2024
8411,"AGUA SABORIZADA AQUARIUS POMELO X 2,25LT",,3,63,288,0,0,3100.01,2025-01-13,"AGUA SABORIZADA AQUARIUS POMELO X 2,25LT",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2296.302, ,3011462694, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8412,"AGUA SABORIZADA AQUARIUS PERA X 2,25LT",,3,63,288,0,0,3100.01,2025-01-13,"AGUA SABORIZADA AQUARIUS PERA X 2,25LT",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2296.302, ,3011462695, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8413,JUGO CEPITA NARANJA X 1LT,,3,63,271,0,0,1999.99,2025-01-13,JUGO CEPITA NARANJA X 1LT,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1481.476, ,3011462696, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8416,"GASEOSA FANTA ZERO X 1,5LT",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA FANTA ZERO X 1,5LT",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011462699, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8417,PAPAS FRITAS TRYMS EXTRA HOT SIN TACC X 70GR,1.0,3,67,296,0,0,1550.0,2025-01-14,PAPAS FRITAS TRYMS EXTRA HOT SIN TACC X 70GR,N,1,1,5,0,2025-01-14,*,N,0,-1,0,1148.148, ,3011462823, ,-1,3,N,-1,1462,4,0,01/12/2024,31/12/2024
8418,NACHOS TRYMS EXTRA HOT SIN TACC X 80GR,,3,67,296,0,0,1550.0,2025-01-14,NACHOS TRYMS EXTRA HOT SIN TACC X 80GR,N,1,1,5,0,2025-01-14,*,N,0,-1,0,1148.148, ,3011462824, ,-1,3,N,-1,1462,4,0,01/12/2024,31/12/2024
8419,"GASEOSA FANTA ZERO X 2,25LT",,3,63,263,0,0,3500.0,2025-01-13,"GASEOSA FANTA ZERO X 2,25LT",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2592.594, ,3011463001, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
