codigoInterno,Nom Reducido,idItem,idTipoIVA,idCategoria,IDSubRubro,Codigo_de_Envase_asociado,Porc_de_Impuesto_Interno,precio_final,FechaUltimoPrecio,descrip reducida,Eliminacion_de_item,Tipo de Unidad,Unidad,Dias_de_Vencimiento,Tamanio de Letra,productos.FechaUltimoPrecio,Codigo_Adicional,Permite_Modif_Descripcion,Precio adicional de venta con IVA,Codigo de Plantilla de Etiqueta,Codigo de IVA Diferencial,UltimoPrecio,Precio_de_Oferta_Etiquetas,IDProducto,Codigo_de_envase_asociado_ERP,Monto_de_Impuesto_Interno,productos.idTipoIVA,Aplica_Percepcion_5329,Costo _el_articulo,idProveedor,IDRubro,idMarca,Fecha Inicio,Fecha Fin
8297,VINO LAS PERDICES PARTRIDGE CABERNET X 750ML,,3,60,266,0,0,5200.0,2025-01-13,VINO LAS PERDICES PARTRIDGE CABERNET X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3376.626, ,3011460084, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8299,VINO LAS PERDICES VARIETAL SAUVIGNON BLANC X 750ML,,3,60,266,0,0,7199.99,2025-01-13,VINO LAS PERDICES VARIETAL SAUVIGNON BLANC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4675.319, ,3011460086, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8300,VINO PENEDO BORGES CEPAS CABERNET SAUVIGNON X 750ML,,3,60,266,0,0,12000.0,2025-01-13,VINO PENEDO BORGES CEPAS CABERNET SAUVIGNON X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,7792.206, ,3011460087, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8301,VINO PENEDO BORGES CEPAS CABERNET FRANC X 750ML,,3,60,266,0,0,12000.0,2025-01-13,VINO PENEDO BORGES CEPAS CABERNET FRANC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,7792.206, ,3011460088, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8302,VINO LAS PERDICES ALA COLORADA CABERNET FRANC X 750ML,,3,60,266,0,0,14499.99,2025-01-13,VINO LAS PERDICES ALA COLORADA CABERNET FRANC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,9415.579, ,3011460089, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8303,VINO ANDELUNA 1300 MALBEC X 750ML,,3,60,266,0,0,7440.0,2025-01-13,VINO ANDELUNA 1300 MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3720.0, ,3011460090, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8304,VINO ANDELUNA ALTITUD MALBEC X 750ML,,3,60,266,0,0,11449.99,2025-01-13,VINO ANDELUNA ALTITUD MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,5724.994, ,3011460091, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8305,VINO LAS PERDICES BIB MALBEC X 3LT,,3,60,266,0,0,21599.99,2025-01-13,VINO LAS PERDICES BIB MALBEC X 3LT,N,1,1,5,0,2025-01-13,*,N,0,-1,0,14025.969, ,3011460092, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8307,VINO LAS PERDICES PARTRIDGE MALBEC X 750ML,,3,60,266,0,0,5200.0,2025-01-13,VINO LAS PERDICES PARTRIDGE MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3376.626, ,3011460094, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8308,VINO LAS PERDICES RESERVA MALBEC X 750ML,,3,60,266,0,0,11000.0,2025-01-13,VINO LAS PERDICES RESERVA MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,7142.86, ,3011460095, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8309,VINO LAS PERDICES VARIETAL MALBEC X 750ML,,3,60,266,0,0,7199.99,2025-01-13,VINO LAS PERDICES VARIETAL MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4675.319, ,3011460096, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8310,VINO PENEDO BORGES CEPAS MALBEC X 750ML,,3,60,266,0,0,12000.0,2025-01-13,VINO PENEDO BORGES CEPAS MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,7792.206, ,3011460097, ,-1,3,N,-1,1222,4,0,01/12/2024,31/12/2024
8312,"AGUA SABORIZADA AQUARIUS POMELO X 1,5L",,3,63,288,0,0,2300.01,2025-01-13,"AGUA SABORIZADA AQUARIUS POMELO X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1586.201, ,3011460172, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8313,"AGUA SABORIZADA AQUARIUS PERA X 1,5L",,3,63,288,0,0,2300.01,2025-01-13,"AGUA SABORIZADA AQUARIUS PERA X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1586.201, ,3011460173, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8314,"AGUA SABORIZADA AQUARIUS NARANJA X 1,5L",,3,63,288,0,0,2300.01,2025-01-13,"AGUA SABORIZADA AQUARIUS NARANJA X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1586.201, ,3011460174, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8315,"AGUA SABORIZADA AQUARIUS MANZANA X 1,5L",,3,63,288,0,0,2300.01,2025-01-13,"AGUA SABORIZADA AQUARIUS MANZANA X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1586.201, ,3011460175, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8316,GASEOSA COCA-COLA RETORNABLE X 2L,,3,63,263,0,0,2400.0,2025-01-13,GASEOSA COCA-COLA RETORNABLE X 2L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1777.78, ,3011460176, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8317,GASEOSA COCA-COLA ZERO RETORNABLE X 2L,,3,63,263,0,0,2400.0,2025-01-13,GASEOSA COCA-COLA ZERO RETORNABLE X 2L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1777.78, ,3011460177, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8318,"AGUA TONICA SCHWEPPES X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"AGUA TONICA SCHWEPPES X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1793.099, ,3011460178, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8319,"GASEOSA SCHWEPPES ZERO POMELO X 2,25L",,3,63,263,0,0,3500.0,2025-01-13,"GASEOSA SCHWEPPES ZERO POMELO X 2,25L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2592.594, ,3011460179, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8320,"GASEOSA SCHWEPPES CITRUS X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA SCHWEPPES CITRUS X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011460180, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8321,"GASEOSA FANTA NARANJA X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA FANTA NARANJA X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011460181, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8322,"GASEOSA FANTA NARANJA X 2,25L",,3,63,263,0,0,3500.0,2025-01-13,"GASEOSA FANTA NARANJA X 2,25L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2592.594, ,3011460182, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8323,GASEOSA FANTA NARANJA RETORNABLE X 2L,,3,63,263,0,0,2400.0,2025-01-13,GASEOSA FANTA NARANJA RETORNABLE X 2L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1777.78, ,3011460183, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8324,"GASEOSA SPRITE X 2,25L",,3,63,263,0,0,3500.0,2025-01-13,"GASEOSA SPRITE X 2,25L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2592.594, ,3011460184, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8325,GASEOSA SPRITE RETORNABLE X 2L,,3,63,263,0,0,2400.0,2025-01-13,GASEOSA SPRITE RETORNABLE X 2L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1777.78, ,3011460185, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8326,"GASEOSA SPRITE ZERO X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA SPRITE ZERO X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011460186, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8327,"GASEOSA SPRITE ZERO X 2,25L",,3,63,263,0,0,3500.0,2025-01-13,"GASEOSA SPRITE ZERO X 2,25L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2592.594, ,3011460187, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8328,BEBIDA ENERGIZANTE MONSTER MANGO LOCO X 473ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER MANGO LOCO X 473ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460188, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8329,BEBIDA ENERGIZANTE MONSTER ENERGY GREEN X 473ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER ENERGY GREEN X 473ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460189, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8330,BEBIDA ENERGIZANTE MONSTER ZERO ENERGY GREEN X 473ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER ZERO ENERGY GREEN X 473ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460190, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8331,BEBIDA ENERGIZANTE MONSTER PINEAPLE X 473ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER PINEAPLE X 473ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460191, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8332,BEBIDA ENERGIZANTE MONSTER ULTRA PARADISE X 473ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER ULTRA PARADISE X 473ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460192, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8333,BEBIDA ENERGIZANTE MONSTER ULTRA WATERMELON X 473ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER ULTRA WATERMELON X 473ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460193, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8334,BEBIDA ENERGIZANTE MONSTER VALENTINO ROSSI X 473ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER VALENTINO ROSSI X 473ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460194, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8335,JUGO ADES MANZANA X 1L,,3,63,271,0,0,2200.0,2025-01-13,JUGO ADES MANZANA X 1L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460195, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8336,JUGO ADES TROPICAL X 1L,,3,63,271,0,0,2200.0,2025-01-13,JUGO ADES TROPICAL X 1L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460196, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8337,JUGO ADES DURAZNO X 1L,,3,63,271,0,0,2200.0,2025-01-13,JUGO ADES DURAZNO X 1L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460197, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8338,JUGO ADES NARANJA X 1L,,3,63,271,0,0,2200.0,2025-01-13,JUGO ADES NARANJA X 1L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460198, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8339,JUGO ADES ANANA X 1LX8,,3,63,271,0,0,2200.0,2025-01-13,JUGO ADES ANANA X 1LX8,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011460199, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8340,JUGO ADES DURAZNO X 200ML,,3,63,271,0,0,800.0,2025-01-13,JUGO ADES DURAZNO X 200ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,551.724, ,3011460200, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8341,JUGO ADES NARANJA X 200ML,,3,63,271,0,0,800.0,2025-01-13,JUGO ADES NARANJA X 200ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,551.724, ,3011460201, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8342,JUGO ADES ANANA X 200ML,,3,63,271,0,0,800.0,2025-01-13,JUGO ADES ANANA X 200ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,551.724, ,3011460202, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8343,"JUGO CEPITA HF NARANJA TENTACION X 1,5L",,3,63,271,0,0,2500.0,2025-01-13,"JUGO CEPITA HF NARANJA TENTACION X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1724.141, ,3011460203, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8344,"JUGO CEPITA HF DURAZNO DEL VALLE X 1,5L",,3,63,271,0,0,2500.0,2025-01-13,"JUGO CEPITA HF DURAZNO DEL VALLE X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1724.141, ,3011460204, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8345,JUGO CEPITA HF NARANJA TENTACION X 1L,,3,63,271,0,0,1900.0,2025-01-13,JUGO CEPITA HF NARANJA TENTACION X 1L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1310.345, ,3011460205, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8346,JUGO CEPITA HF DURAZNO X 1L,,3,63,271,0,0,1900.0,2025-01-13,JUGO CEPITA HF DURAZNO X 1L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1310.345, ,3011460206, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8347,JUGO CEPITA HF DURAZNO DEL VALLE X 300ML,,3,63,271,0,0,1000.0,2025-01-13,JUGO CEPITA HF DURAZNO DEL VALLE X 300ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,689.652, ,3011460207, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8348,"AGUA MINERAL NESTLE BIDON X 6,3L",,3,63,288,0,0,2400.0,2025-01-13,"AGUA MINERAL NESTLE BIDON X 6,3L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1777.779, ,3011460247, ,-1,3,N,-1,1401,4,0,01/12/2024,31/12/2024
8349,GIN SCHWEPPES TONICA X 310ML,,3,60,258,0,0,2200.0,2025-01-13,GIN SCHWEPPES TONICA X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1692.306, ,3011460330, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8350,VODKA SCHWEPPES CITRUS X 310ML,,3,60,258,0,0,2200.0,2025-01-13,VODKA SCHWEPPES CITRUS X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1692.306, ,3011460331, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8351,AGUA MINERAL BENEDICTINO X 2.25LT,,3,63,288,0,0,1700.01,2025-01-13,AGUA MINERAL BENEDICTINO X 2.25LT,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1172.417, ,3011460565, ,-1,3,N,-1,1155,4,772,01/12/2024,31/12/2024
8352,AGUA CON GAS BONAQUA X 1.5 LT,,3,0,0,0,0,1600.0,2025-01-13,AGUA CON GAS BONAQUA X 1.5 LT,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1185.183, ,3011460627, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8353,AGUA MINERAL BENEDICTINO X 1.5 LT,,3,0,0,0,0,1400.0,2025-01-13,AGUA MINERAL BENEDICTINO X 1.5 LT,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1037.043, ,3011460628, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8354,VINO BLANCO ESCORIHUELA GASCON CARDONNAY X 750ML,,3,60,266,0,0,10999.99,2025-01-13,VINO BLANCO ESCORIHUELA GASCON CARDONNAY X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,5499.995, ,3011460665, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8355,VINO BLANCO FAMILIA GASCON DULCE X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO BLANCO FAMILIA GASCON DULCE X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460666, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8356,VINO TINTO ESCORIHUELA GASCON SANGIOVESE X 750ML,,3,60,266,0,0,10999.99,2025-01-13,VINO TINTO ESCORIHUELA GASCON SANGIOVESE X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,5499.995, ,3011460667, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8357,VINO TINTO FAMILIA GASCON BLEND RED X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO TINTO FAMILIA GASCON BLEND RED X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460668, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8358,VINO TINTO ESCORIHUELA GASCON CABERNET SAUVIGNON X 750ML,,3,60,266,0,0,10999.99,2025-01-13,VINO TINTO ESCORIHUELA GASCON CABERNET SAUVIGNON X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,5499.995, ,3011460669, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8359,VINO TINTO FAMILIA GASCON CABERNET SAUVIGNON X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO TINTO FAMILIA GASCON CABERNET SAUVIGNON X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460670, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8360,VINO TINTO ESCORIHUELA GASCON CABERNET FRAC X 750ML,,3,60,266,0,0,10999.99,2025-01-13,VINO TINTO ESCORIHUELA GASCON CABERNET FRAC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,5499.995, ,3011460671, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8361,VINO TINTO ESCORIHUELA GASCON MALBEC X 750ML,,3,60,266,0,0,10999.99,2025-01-13,VINO TINTO ESCORIHUELA GASCON MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,5499.995, ,3011460672, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8362,VINO TINTO ESCORIHUELA GRAN RESERVA MALBEC X 750ML,,3,60,266,0,0,17300.0,2025-01-13,VINO TINTO ESCORIHUELA GRAN RESERVA MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,8650.0, ,3011460673, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8363,VINO TINTO FAMILIA GASCON MALBEC X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO TINTO FAMILIA GASCON MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460674, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8364,VINO TINTO FAMILIA GASCON ROBLE  MALBEC X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO TINTO FAMILIA GASCON ROBLE  MALBEC X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460675, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8365,VINO TINTO FAMILIA GASCON SYRAH X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO TINTO FAMILIA GASCON SYRAH X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460676, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8366,VINO TINTO FAMILIA GASCON TEMPRANILLO X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO TINTO FAMILIA GASCON TEMPRANILLO X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460677, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8367,VINO  GASCON ROSE 750 ML,,3,60,266,0,0,6900.0,2025-01-13,VINO  GASCON ROSE 750 ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460699, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8368,VINO FAMILIA GASCON CHARDONNAY X 750ML,,3,60,266,0,0,6900.0,2025-01-13,VINO FAMILIA GASCON CHARDONNAY X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3450.0, ,3011460700, ,-1,3,N,-1,1424,4,0,01/12/2024,31/12/2024
8369,BEBIDA ENERGIZANTE MONSTER ULTRA SUNRISE  X 473 ML,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER ULTRA SUNRISE  X 473 ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011461203, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8370,BEBIDA ENERGIZANTE MONSTER NG ULTRA ZERO,,3,63,289,0,0,2200.0,2025-01-13,BEBIDA ENERGIZANTE MONSTER NG ULTRA ZERO,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1517.243, ,3011461204, ,-1,3,N,-1,1155,4,0,01/12/2024,31/12/2024
8371,QUESO UNTABLE CHEDDAR LA QUESERA 190GR,,3,61,298,0,0,1590.02,2025-01-13,QUESO UNTABLE CHEDDAR LA QUESERA 190GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,993.761, ,3011461205, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
8372,QUESO UNTABLE LIGHT LA QUESERA 190GR,,3,61,298,0,0,1590.02,2025-01-13,QUESO UNTABLE LIGHT LA QUESERA 190GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,993.761, ,3011461206, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
8373,QUESO UNTABLE JAMON LA QUESERA 190GR,,3,61,298,0,0,1590.02,2025-01-13,QUESO UNTABLE JAMON LA QUESERA 190GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,993.761, ,3011461207, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
8374,QUESO UNTABLE AZUL LA QUESERA 190GR,,3,61,298,0,0,1590.02,2025-01-13,QUESO UNTABLE AZUL LA QUESERA 190GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,993.761, ,3011461208, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
8375,QUESO UNTABLE GRUYERE LA QUESERA 190GR,,3,61,298,0,0,1590.02,2025-01-13,QUESO UNTABLE GRUYERE LA QUESERA 190GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,993.761, ,3011461209, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
8376,QUESO UNTABLE CLASICO LA QUESERA 190GR,,3,61,298,0,0,1590.02,2025-01-13,QUESO UNTABLE CLASICO LA QUESERA 190GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,993.761, ,3011461210, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
8377,QUESO FINLANDIA BALANCE X 290GR,,3,61,298,0,0,3257.07,2025-01-13,QUESO FINLANDIA BALANCE X 290GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2171.381, ,3011461294, ,-1,3,N,-1,1521,4,0,01/12/2024,31/12/2024
8378,QUESO FINLANDIA S/SAL AGREGADA X 290GR,,3,61,262,0,0,3257.07,2025-01-13,QUESO FINLANDIA S/SAL AGREGADA X 290GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2171.381, ,3011461300, ,-1,3,N,-1,1521,4,0,01/12/2024,31/12/2024
8379,QUESO FINLANDIA PROCESADO X 290GR,,3,61,298,0,0,3257.07,2025-01-13,QUESO FINLANDIA PROCESADO X 290GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2171.381, ,3011461302, ,-1,3,N,-1,1521,4,0,01/12/2024,31/12/2024
8380,QUESO FINLANDIA LIGHT X 290GR,,3,61,298,0,0,3257.07,2025-01-13,QUESO FINLANDIA LIGHT X 290GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2171.381, ,3011461304, ,-1,3,N,-1,1521,4,0,01/12/2024,31/12/2024
8381,VINO SANTA JULIA SYRAH 2022 X 750ML,,3,60,266,0,0,7199.98,2025-01-13,VINO SANTA JULIA SYRAH 2022 X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3955.49, ,3011461423, ,-1,3,N,-1,1456,4,0,01/12/2024,31/12/2024
8382,VINO SANTA JULIA PINOT GRIGIO 2023 X 750ML,,3,60,266,0,0,4900.0,2025-01-13,VINO SANTA JULIA PINOT GRIGIO 2023 X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2692.25, ,3011461424, ,-1,3,N,-1,1456,4,0,01/12/2024,31/12/2024
8383,GASEOSA SPRITE LATA X 354ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA SPRITE LATA X 354ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011461946, ,-1,3,N,-1,1155,4,851,01/12/2024,31/12/2024
8384,CREMA DE LECHE MANFREY 200ML,,3,61,298,0,0,1930.99,2025-01-14,CREMA DE LECHE MANFREY 200ML,N,1,1,5,0,2025-01-14,*,N,0,-1,0,1331.714, ,3011461982, ,-1,3,N,-1,1539,4,0,01/12/2024,31/12/2024
8385,CREMA DE LECHE MANFREY 350ML,,3,61,298,0,0,3363.82,2025-01-14,CREMA DE LECHE MANFREY 350ML,N,1,1,5,0,2025-01-14,*,N,0,-1,0,2319.873, ,3011461983, ,-1,3,N,-1,1539,4,0,01/12/2024,31/12/2024
8386,QUESO CREMA LIGHT LA QUESERA 290GR,,3,61,298,0,0,1850.0,2025-01-13,QUESO CREMA LIGHT LA QUESERA 290GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1156.252, ,3011462070, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
8387,QUESO CREMA CLASICO LA QUESERA 290GR,,3,61,298,0,0,1850.0,2025-01-13,QUESO CREMA CLASICO LA QUESERA 290GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1156.252, ,3011462071, ,-1,3,N,-1,1433,4,0,01/12/2024,31/12/2024
